2.,25.727852537819757
4.,40.21003473572648
6.,1.3
8.,1.3
10.,1.3
12.,19.342412210910894
14.,1.6283175643007866
16.,28.54497508015355
18.,50.17793224829727
20.,37.57939932932338
22.,30.829618032000326
24.,109.83884804677905
26.,126.05994968908121
28.,83.03243429062346
30.,142.66811573342991
32.,171.03626718394597
34.,157.4553769984771
36.,182.85416725081268
38.,234.25235215239655
40.,260.47599379452345
42.,309.8073799593243
44.,327.97286244414755
46.,377.06569278173384
48.,405.8078242125887
50.,445.5731345833922
52.,556.5343404310079
54.,616.63279266247
56.,752.3541710472532
58.,854.9279343830326
60.,999.4875966237341
